,review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
1684943,R2F9OFI30JRBES,5,6,23,N,N
1684944,R3RAYTQIWCFJR4,5,35,36,N,N
1684949,R3AAZPFWG2P6IT,1,24,27,N,N
1684962,R1AKDA7W1NY5BA,4,22,22,N,N
1684963,R17C8QKOSPJ23O,1,7,30,N,N
1684984,R3E6T2TOHPPN3B,4,28,34,N,N
1685009,R848C3GW3OX3O,4,26,33,N,N
1685017,R2K0NG5AY1WECG,5,76,99,N,N
1685046,R3Q806P18AN2ZD,4,144,149,N,N
1685056,R3CICUYAVQSCPF,4,30,30,N,N
1685064,R1F47SOF9231G5,3,0,32,N,N
1685069,R1OYNZOUWC9HWW,1,2,31,N,N
1685070,R2V2HWI7C7Q7EQ,2,8,20,N,N
1685105,RSNNL1984J7TY,1,2,30,N,N
1685108,R1LR6O7X1MC10B,5,27,29,N,N
1685124,R12AS5YHMMUEEK,5,22,25,N,N
1685135,R2ABSILJV6PK92,4,27,29,N,N
1685155,R12MVIVA79FHTN,3,2,21,N,N
1685169,R179ZWVB8BU92W,1,1,21,N,N
1685180,R3GV6WXB45UF6F,5,23,29,N,N
1685214,R2OTJQ7UXVPXDK,1,5,23,N,N
1685228,R1YANRADBIPOIH,5,26,30,N,N
1685230,R2KCBGOBOIJVRN,5,4,35,N,N
1685252,R2F87WJ6P25K3V,5,23,23,N,N
1685253,R3S7P9RDXC6O03,1,3,31,N,N
1685258,R1CS25V8350KTV,2,19,22,N,N
1685268,R3RD0QVZY2GCEM,4,16,23,N,N
1685296,R1PDJD7R4VG9OK,5,35,35,N,N
1685304,R1CAYDBG50C9PU,2,16,29,N,N
1685329,R2Y2JR3S1NPJ7M,3,25,30,N,N
1685332,R2UBPAYHNZIZRW,1,13,22,N,N
1685333,R3E722FHXG4TSJ,5,25,26,N,N
1685355,R3RU272CZLN22Y,1,19,24,N,N
1685370,R146UT29V41STD,5,21,24,N,N
1685381,RQBZNFX4SI9CW,1,2,21,N,N
1685384,R2YL2BUD675FZN,4,32,32,N,N
1685387,R1D7201SSX4DP6,4,23,29,N,N
1685391,RMFSM3KTAEO2V,5,87,123,N,N
1685394,R1TV2BAC520A6I,2,22,26,N,N
1685401,R16P7958HZ2JCG,5,25,28,N,N
1685402,R29S5QUF6RTQ8Q,1,25,32,N,N
1685434,R19TRS28KJ2BYW,4,28,30,N,N
1685453,R39OUHECA1G8F9,1,46,59,N,N
1685454,R28DJWCQXKDMAM,1,2,22,N,N
1685467,R37VA49QPL1IFP,5,15,35,N,N
1685474,R29TLM0O9XY0JB,1,6,38,N,N
1685483,R1GFA7EBDRJFC9,5,5,22,N,N
1685502,R1HUCU4BU56AJ,5,46,51,N,N
1685512,R22F7C6UH3YM56,4,21,22,N,N
1685517,R1GFYFSV93WESN,4,41,49,N,N
1685527,R16W3GVC0KQ5Z2,1,3,22,N,N
1685536,R3LI89V7UAT989,5,29,35,N,N
1685546,R38BKO9SRR6BNA,5,69,74,N,N
1685555,R3Q5M9MCVXNI9V,2,25,33,N,N
1685557,R2KGRP3WR5Y4M2,1,12,25,N,N
1685563,R1DU034K4LFC53,4,31,33,N,N
1685564,R3H7O3O6ZQON8O,1,5,20,N,N
1685566,R131OVSWWBL3DY,1,3,24,N,N
1685574,R3GRN0ZHOW7F1Q,5,24,27,N,N
1685590,R953KLNG2XX2W,5,32,35,N,Y
1685593,R3V6JYQR6T75FV,5,1,23,N,N
1685599,R1KHAH71MNJ5JY,5,27,28,N,N
1685607,R2OIHXO7Q1K0QE,1,21,32,N,N
1685623,R2KVUJWE3VOIY3,5,25,41,N,N
1685641,R2XNJYB7LXM6P5,1,6,29,N,N
1685650,R2QGPRYGNB1KHF,1,8,112,N,N
1685670,RV52IOX3UNK0J,5,24,27,N,N
1685671,RQVYGFKT2GQ76,1,10,23,N,N
1685680,R2R8UYT68UIFDO,2,9,22,N,N
1685681,R3UP164MLO7AH0,2,25,26,N,N
1685683,R2IGHG58LH492K,5,32,34,N,N
1685687,RUAGF7YQVPH02,2,1,21,N,N
1685706,R24I4OZY3ZIYB0,5,5,27,N,N
1685717,R2BQ56M6LL54FL,3,20,33,N,N
1685740,R2J2SV31YOGACE,3,28,34,N,N
1685742,R2529FA15BMN98,1,14,20,N,N
1685744,R1D6J8T87R7E8N,3,6,25,N,N
1685747,RJW7T9OSWJW5N,4,78,90,N,N
1685749,REF8AG85BMSN0,5,4,27,N,N
1685761,R2FBYY9B8JIHK4,1,9,21,N,N
1685786,R33K485JW9XX32,5,30,30,N,N
1685792,R5PMN26BP2V3V,4,46,47,N,N
1685814,R3MR23XZNB8INU,4,4,92,N,N
1685828,R35M46MA76UZSF,2,19,23,N,N
1685835,R1D31N965JZ8G6,2,28,35,N,N
1685838,R2GPO05T1T4JG8,5,23,26,N,N
1685869,R26RC77BSQB4Y3,3,88,92,N,Y
1685878,R23QTTY0XEZ0FY,4,20,21,N,Y
1685890,R31CH49XN5SMLK,2,28,32,N,N
1685904,R2TBUQSERBKF8T,4,29,45,N,N
1685914,R2VC3NQDNYD9NT,5,87,95,N,N
1685918,R2DTERU476OA7W,2,25,34,N,N
1685921,R242LGM6P4PRIA,5,63,66,N,N
1685924,R1QVSRHEKCAZU4,1,46,105,N,N
1685952,R3D8HDK0OKHT3O,5,81,91,N,N
1685962,R1EBMNBIS5HVHW,5,21,21,N,N
1686001,R3DDL6C0QGL0M7,2,83,88,N,Y
1686025,R3RDGAQ2KHW9F,2,6,30,N,N
1686030,R23JS8JH4TJL6L,3,17,29,N,N
1686031,R3GTR4YG1J8JUP,1,2,29,N,N
1686035,R18YE5T981ZR6O,1,35,122,N,N
1686043,R2VYI2HV6PXC9V,5,40,41,N,N
1686047,R37YQO1HIJTTSD,5,20,20,N,N
1686049,R2F4Z8RUNWC685,3,8,40,N,N
1686069,RK3LPLMWC5C2U,5,43,59,N,N
1686082,R18AMPNEATBYEZ,1,14,51,N,N
1686119,RRC34AYUGVEBM,5,38,42,N,N
1686124,R13BRRSQV3XS5P,5,20,20,N,N
1686140,R2ZCTG510874LP,5,52,61,N,N
1686187,R3SKABHP5HDBL7,1,19,27,N,N
1686191,R1KS4R08NT5A64,1,1,21,N,N
1686203,R3OK0LNCR7GJU3,5,1,25,N,N
1686213,R1MLKXJ2CR404C,1,19,21,N,N
1686281,R1G2D8MYOJ8URR,1,3,21,N,N
1686313,R2TD9B6E3C83O1,5,37,43,N,N
1686358,R9CF38IPCAYZF,1,21,22,N,Y
1686373,R9C4ETDEM6NCT,5,21,23,N,N
1686374,RWNFFFI9N3AIS,2,13,25,N,N
1686427,R2SC5BH3IWZF2Z,5,36,41,N,N
1686436,R2YMPUCZYK4FYQ,4,81,86,N,N
1686445,R1JQQM3TCE6R9F,5,90,100,N,N
1686452,RQT28N9YN767F,2,24,40,N,N
1686455,R2B0PVL8NNHO7E,5,2,22,N,N
1686464,R2VYBIAUT276EM,5,107,111,N,N
1686471,R3EY8RM9OJQMNG,5,27,28,N,N
1686491,RUY873X79PVP4,3,21,22,N,N
1686529,R2FUWXPWZ3BZ6Z,5,24,29,N,N
1686546,R2KXUNBK9BX7YK,5,18,20,N,N
1686580,R3FSJVSGQIYCJ0,4,23,24,N,N
1686585,R1QBSPD3QWIB90,1,3,23,N,N
1686599,R3PEZZ34IG4FQL,5,7,31,N,N
1686603,R26LPW70VRAXO6,5,11,28,N,N
1686633,R3EDNS1HMGFPB3,5,21,23,N,N
1686635,R1A8Y9O64ISJ9,4,153,160,N,N
1686666,RI8L6ZGXM5CIH,1,3,42,N,N
1686673,R1V1WW9PYBX6J5,5,10,36,N,N
1686677,R3EM9N4PXM6XCU,4,28,29,N,N
1686695,RCMB4E60AGK2X,4,18,21,N,N
1686728,R1V09W6WX4F4GN,1,5,26,N,N
1686761,R22XIXZFIE53C7,5,21,22,N,N
1686762,R22AFD47I2MFW3,5,289,297,N,N
1686774,R2XDBECAUGVZJ3,1,12,20,N,N
1686784,RAY1UZSQZH2Q5,1,5,30,N,N
1686789,RKP9UVB4RW35N,3,16,20,N,N
1686794,R39JP9R31DHRSI,5,24,24,N,Y
1686799,R2ZSA6R2BOEIHC,2,7,34,N,N
1686810,RTQZLPD49128J,3,17,23,N,N
1686812,RLIVZB3ZZGPIJ,5,25,26,N,N
1686822,R2AMIM9QCUM9B8,5,21,22,N,N
1686841,R2WSJWTUHEOBWG,1,3,26,N,N
1686842,R22V4E1NQHPKGH,5,12,32,N,N
1686853,R3GA82W6BRNY0M,4,26,28,N,N
1686865,R3GRNWX2DGK7IZ,5,19,22,N,N
1686870,R3UQO6BP5240G4,1,2,22,N,N
1686888,R2ETNWSQJ9DQ0A,5,9,21,N,N
1686908,RCJLOSTH3EDS8,5,20,21,N,N
1686918,R1E731EXTPMYLG,1,0,25,N,N
1686921,R3L43PLY2P34E1,1,12,98,N,N
1686932,R25H9SK35GJQXN,5,56,66,N,N
1686947,R2CGQ8GO6LEJGQ,2,1,38,N,N
1686977,R9PPTMK0UASIP,4,119,125,N,N
1686988,R3KN12GXI8HN2Z,5,20,22,N,N
1686994,R16055LDO9ANMA,4,9,23,N,N
1687003,R19MHYMPK5AKPQ,5,20,23,N,N
1687007,R1AR34H3SOV385,5,20,21,N,N
1687038,R1O0PD0LLPBC12,5,22,24,N,N
1687055,R3IMS61AO4V664,5,18,22,N,N
1687057,RMZYQQS9LE52B,4,57,61,N,N
1687134,R2P3ZRDWG45LT8,1,17,21,N,N
1687181,RCXJYXV4OV2GP,5,27,27,N,N
1687187,R2PCKR4M7QNEK5,2,2,56,N,N
1687191,R3D1IPWHN0ZZRI,1,0,30,N,N
1687195,R25C58J5QEDSEY,5,23,23,N,N
1687209,R2DZZ0UZ2N1CM3,5,8,30,N,N
1687251,R20XZWJQ07DUK0,4,89,91,N,N
1687287,RIPO1HP56P22X,5,23,29,N,N
1687310,R2ZY4UT9B2OOBE,1,23,35,N,N
1687323,R2PGL4IU71T4WM,3,9,25,N,N
1687337,RRIWZV1DC3R1S,1,1,32,N,N
1687349,RFSRORASQP8H9,2,5,43,N,N
1687367,R37VPEONSEKQHH,1,4,30,N,N
1687404,R1CGJR71VELSU0,5,52,113,N,N
1687413,R2UQ2AMV8NSPUZ,1,6,21,N,N
1687433,R3USEZ5DAKYTFF,5,18,21,N,N
1687438,R310P4LF5V4C7F,4,78,90,N,N
1687441,R2R6A192MPZW5G,2,1,106,N,N
1687458,R99AMXW29QYUV,5,73,74,N,N
1687460,R3T51AMI7WWVGW,1,21,21,N,N
1687461,R3SBM99ISVYLU6,5,45,47,N,N
1687472,R1D0F113YPDFHN,5,42,44,N,N
1687484,R7JXPZAIOESY,1,8,22,N,N
1687508,R3R7EOYO4YPVHT,4,46,48,N,N
1687511,R2AX3TXLE175PC,5,2,62,N,N
1687517,R284THWELJ0GKF,1,14,98,N,N
1687521,R1J5TGW3WD2KKS,2,2,21,N,N
1687555,R10WYW77IITUCU,3,20,20,N,N
1687568,R2TE6RBDWUEU1O,2,15,23,N,N
1687571,RSEM0YCCUXDTR,5,20,22,N,N
1687637,RY56G2ZXSP4HX,4,36,44,N,N
1687645,RZK25XYNUFBP6,4,49,59,N,N
1687646,R2HMY3S2HTZS7S,5,8,26,N,N
1687654,RA2HGQBTLQORH,5,26,30,N,N
1687673,R15LUVHQCMZT4A,2,3,20,N,N
1687693,R1322FPESTGS4T,5,77,82,N,N
1687694,R3G1ODQ1MM4IVY,4,25,29,N,N
1687702,R3JSWVR823SAJX,2,48,54,N,N
1687715,R1YWH54D1418ON,5,25,27,N,N
1687724,R3MMJTNXPB14OX,1,3,44,N,N
1687732,R1HSLOW0L02Y5J,1,3,39,N,N
1687753,R3IE05VL0RF19R,5,16,21,N,N
1687756,R39P2U1EIIXPYG,1,21,21,N,N
1687778,R2GBE0JH85Q7AC,5,21,23,N,N
1687794,R36AG6UFJ470AN,1,3,37,N,N
1687808,R1PRQRHVR17GJD,1,4,318,N,N
1687812,R1OD75VFWI4ZGV,4,10,52,N,N
1687825,R2TA2RTJVE3LZN,5,5,23,N,N
1687842,R195RAS99A116A,5,16,20,N,N
1687844,R24CVVM3667HFI,4,17,20,N,N
1687859,RJXW9OO1KQTK8,5,35,35,N,N
1687886,R34HHFJ76BJDPJ,4,19,23,N,N
1687889,RKKJHZDFCSF3S,1,22,29,N,N
1687895,R1HAW0B5669WLZ,4,5,54,N,N
1687898,R3JLLGO5K561MV,5,19,22,N,Y
1687900,R18AJGWA6UZCT7,2,22,27,N,N
1687924,R1QZ5J6QDEZI95,4,10,21,N,N
1687925,R1HC760IFG38XH,5,21,24,N,N
1687932,R2SUXXLIWUFMNM,4,22,27,N,N
1687944,R1IXP5VQY3X07U,1,4,38,N,N
1687948,RQVPRVBTECEGV,1,0,28,N,N
1687951,REE7BZX17483B,4,17,21,N,N
1687956,RO50Q8POG6O11,1,6,28,N,N
1687959,RLD27KUKCSFLJ,4,43,45,N,N
1687979,R26OYNA4XO1JNF,5,57,67,N,N
1688009,R17OV7XRO0TVZU,3,0,22,N,N
1688012,RNZY32XCIWCA1,5,35,45,N,N
1688052,RHAZV4MTZHEOH,1,10,24,N,N
1688054,R2EWCTBPWDK4C3,5,25,25,N,N
1688057,R1151XGOHEN972,2,20,41,N,N
1688066,R1JLJ3RDRURHC9,1,4,27,N,N
1688081,R353LJOJPCAT46,5,30,43,N,N
1688083,RK6VKV2BSWW6F,3,5,21,N,N
1688085,R2FAENQ1LO15AF,5,26,28,N,N
1688125,R13N5RM0RABZE7,3,39,43,N,N
1688129,R1G8PULG0CV7JS,5,15,55,N,N
1688140,R1DWZ66X9BVXPV,5,65,66,N,N
1688157,R1XDYYENFCB4E8,2,2,25,N,N
1688181,R2CZBKO731INUZ,1,13,21,N,N
1688189,RJREAO0FY9UGA,1,2,29,N,N
1688191,R1ZJC0ACJ1R0IZ,5,20,20,N,N
1688205,RH4NX3I8K508G,1,2,49,N,N
1688207,R2AEILDWMKFRXR,1,22,33,N,N
1688227,R2TP6OVVUVY7BA,4,4,25,N,N
1688228,R103AXHIZN25Y1,1,4,102,N,N
1688230,R29I9INZPUCS5F,1,5,56,N,N
1688232,RGXQUP7NDSK9T,4,46,49,N,N
1688246,R2VQD6KIYD4UBN,4,1,56,N,N
1688266,R24W72U6LW7X61,5,19,22,N,N
1688276,R2Y2I1PJJZHV9U,4,52,60,N,N
1688285,R1YZKSFRP4PB5,5,20,22,N,N
1688290,R2MT0S1XMFZ61R,2,7,40,N,N
1688294,RSZ247LKST0XN,5,18,21,N,N
1688322,RTDGMVB4UVZ0R,4,14,24,N,N
1688327,REUHCEBACE7VO,5,26,27,N,N
1688355,R4ADOK3VUVWWI,1,5,20,N,N
1688384,R15NPJU14582FJ,5,40,42,N,N
1688391,R3H9M8PV7JIYC9,4,5,119,N,N
1688420,R3E8D6V160SH9Y,1,5,24,N,N
1688459,R3FSG9GT7UX2MI,1,4,28,N,N
1688462,R3KK4D0E6SC9D4,4,19,20,N,N
1688472,R38QFAZF9QC1HL,5,62,65,N,N
1688474,R1LP08R2NJYZDW,1,26,29,N,N
1688534,R23RERZRD5TSZK,5,25,26,N,N
1688544,R2U8445GZB57W,5,3,27,N,N
1688569,R3NH49R5EOUPDJ,4,35,37,N,N
1688575,RM9BK0CZ6Y7N,1,3,41,N,N
1688583,R1RJ8BDP1NS8Y5,4,25,26,N,N
1688591,R1VNQOYI2X59CE,5,44,44,N,N
1688599,R29H9Y0TKJ1B53,4,16,24,N,N
1688603,RX6TI32LX58OJ,1,9,28,N,N
1688604,R3QNNHJGOG5H75,5,19,21,N,N
1688608,ROV2SSQEOV6HD,1,28,40,N,N
1688611,RBOTDULMI9O0V,3,2,43,N,N
1688614,R26YSC6R4C6OJL,5,8,20,N,N
1688628,R1JLQ0G40XIPFH,5,6,26,N,N
1688645,R3OV5422Q8CQ8M,2,21,41,N,N
1688651,RIZT4OYF0O2L1,4,2,20,N,N
1688652,R1XJEVCW82NI4E,1,51,55,N,N
1688653,R3685G986S2S62,5,1,24,N,N
1688661,R360XNDJZDEXI0,2,36,36,N,N
1688662,R2LK22I111AZAA,5,51,55,N,N
1688666,R1RBR8U9ZNSRXW,1,2,20,N,N
1688671,RA6AG47MDRTDP,5,26,39,N,N
1688681,R1SUG4X8SFSR0Y,1,17,41,N,N
1688682,R3S2UGV42ZTECJ,5,20,23,N,N
1688686,RV2M3RR3S6JTV,5,10,25,N,N
1688689,R30IBJY8EWJO54,5,2,50,N,N
1688690,R1D1WBC98MR0S3,5,13,25,N,N
1688708,RSX6EMPAQWNN0,4,25,26,N,N
1688742,R140444GKA3200,5,3,29,N,N
1688779,RZB0PF46RB1SV,5,15,22,N,N
1688783,R2U8RDRMO6VDC5,3,11,22,N,N
1688792,R2NORYRDMW1U72,5,43,47,N,N
1688801,RIR672ZDLZ374,1,19,23,N,N
1688823,R2LNWDHR1LL5UU,5,29,34,N,N
1688853,RWN8SAEX7A0KG,2,26,47,N,N
1688869,R313DZPSSBW1E7,2,8,20,N,N
1688887,R1PKYNPTBAWJOA,3,24,43,N,N
1688914,R1O2JCG1LSARMZ,5,39,47,N,N
1688920,R27Z7DLXFS7TW9,5,23,23,N,N
1688925,RZYUL4W00EC52,5,20,29,N,N
1688934,R1RNYVPT9DLQ64,1,15,30,N,N
1688944,R1XVPA3HREHCWJ,1,11,21,N,N
1688945,R3PD0XVTNRHTYB,1,1,28,N,N
1688949,R22S2T2TWIFJS4,5,31,52,N,N
1688974,R2OJ9861EVNL3Q,5,38,46,N,N
1688975,RLD3Q0HFY7YEA,4,14,24,N,N
1688980,R17VZRBW3A8ETF,4,11,71,N,N
1688987,R2UWN3ME92NCR9,4,30,31,N,N
1689002,R2DRDNQLAHE4ZE,4,61,71,N,N
1689011,RBJ05TASV2NBZ,5,2,20,N,N
1689022,R2KQMYNQQM82BK,1,17,60,N,N
1689026,R2A395MNSPKF1J,3,28,31,N,N
1689037,R2HP4U4NXKQ7HV,4,29,29,N,N
1689040,R3DCVL3KLZQ3D4,2,35,44,N,N
1689099,R1RUULENW1023S,4,46,47,N,N
1689110,R1727WB2UC604F,4,2,38,N,N
1689124,REMBVNU6N7HO2,1,22,25,N,N
1689132,R2D7K4IFJNDGVG,5,41,43,N,N
1689135,R26DEDWKI62JWY,5,19,20,N,N
1689140,RCVEXVB5YTKF,5,18,32,N,N
1689145,RIMVQB4FITJ90,5,61,61,N,N
1689165,R2J9EHNKY8B83U,4,19,21,N,N
1689181,R3JN1HMIZDVHH0,4,112,120,N,N
1689226,RYXUF23GGMEY0,4,25,26,N,N
1689236,R1GFD0K6HDEKKV,1,5,26,N,N
1689246,R1CBCEZ2J87DVM,3,11,22,N,Y
1689248,R38ZWBC5H06J3C,4,35,37,N,N
1689252,R35ZL0LWM2D4J9,1,8,30,N,N
1689264,R3QCUF8G4D52U6,5,58,61,N,N
1689273,R2XFNI40ZW4PT4,4,3,29,N,N
1689285,R11WV5RMAR51HU,4,1,22,N,N
1689292,RM9973RA824L4,4,29,30,N,N
1689306,R1XDU3SQN9GP2,5,21,21,N,N
1689322,REQVRF2N5HXDC,5,5,20,N,N
1689327,R10A2UIEC5V1GC,5,4,36,N,N
1689354,R34XQGS2RHPNRR,1,5,31,N,N
1689357,R9ONSWK25ST6P,2,7,38,N,N
1689362,R21WA261VF1CX8,4,9,29,N,N
1689388,R1PT4CIJIGFY9N,5,40,55,N,N
1689400,R1LKBYJ88ACS3O,5,27,31,N,N
1689437,R39GGPV60FQRBI,1,3,53,N,N
1689450,R9R50XJ99D8F2,1,1,33,N,N
1689455,RD3XGL74K1GKZ,5,158,225,N,N
1689464,R2VOGKLYOAHTXO,5,35,47,N,N
1689465,RX5UDJ7BVC5G5,5,36,41,N,N
1689472,R2LJ5LAZCHLESF,5,73,78,N,N
1689484,R16CVP7FK5H5F0,5,18,20,N,N
1689492,RZ3YVFRB9CXPT,4,18,22,N,N
1689512,R3924S1Z2GHAWI,5,29,29,N,N
1689522,R1RQXS86S5702R,1,1,24,N,N
1689523,RCZHHYF4TVP80,5,39,40,N,N
1689540,R226BBGD1SFLDH,5,1,27,N,N
1689544,RO765QCG9RMON,5,34,36,N,N
1689566,R2NCBDH9YDEPW8,5,48,51,N,N
1689569,R2V68S3IWW36C4,1,10,58,N,N
1689574,R3PVZ3C35U2EJC,4,1,25,N,N
1689575,RFJXWTBE9JQE,5,23,26,N,N
1689579,R3NDF0BAIM0KWK,5,17,20,N,N
1689584,R10KQUCYYO6NQB,1,1,20,N,N
1689591,R4QKK2LU29H30,5,4,38,N,N
1689605,R2JP2JEU540DSL,5,41,51,N,N
1689623,R37CT8OPFZW127,5,125,155,N,N
1689632,ROM9Q4STEY8KA,5,5,26,N,N
1689636,R36Y351H7UZ2L,4,65,70,N,N
1689646,R2S0N65LMEW8J,3,24,25,N,N
1689649,R1QRGF6GVLHMEV,5,9,62,N,N
1689707,R1MF8UVRRPLMX7,3,4,23,N,N
1689709,R24ZJBJTKBFJOU,2,8,22,N,N
1689718,R3KRS8VDRIL5RE,4,27,27,N,N
1689730,R2UUJ5FG0ONOEM,1,15,20,N,N
1689754,R1TIQORGZDILGC,3,4,28,N,N
1689771,R1W4Q3Y7DVPK9T,2,9,44,N,N
1689777,R171VA5JJIOZ89,5,17,21,N,N
1689778,R312M8I46CTCDT,5,58,59,N,N
1689809,R2N4XZZYX0VR8L,3,55,63,N,N
1689812,R9QMMZBYOQV96,5,19,21,N,N
1689821,R24OHXG1NKN2X2,5,21,21,N,Y
1689840,R2KBXTAW4LF0ZT,4,23,23,N,N
1689861,R3VKGGI1OIV6OM,3,23,27,N,Y
1689870,R349J6B3RJPOPF,5,27,46,N,N
1689871,RBNABPMP6CQ0J,3,16,20,N,N
1689878,R1NLJ900LIZX2K,1,4,23,N,N
1689886,R14G6TAFNO0THX,5,19,20,N,N
1689887,RACAAINS98Y5R,5,35,36,N,N
1689921,R3U32OLG9I3IMH,4,47,55,N,Y
1689929,R1C6GMV5L11IWI,4,24,37,N,N
1689933,R22UZMPPSSC3WP,4,85,91,N,Y
1689937,R1VGTKOTCXRVVL,4,32,33,N,N
1689957,R2ZB2OSDPOOCR0,5,6,28,N,N
1689975,RAUPFRWZGA332,2,5,25,N,N
1690016,R2H722W7L98WZC,4,35,36,N,Y
1690019,RFM6ICT48PI7,5,30,34,N,N
1690024,RJK2CK8AJ40GG,5,59,63,N,N
1690057,R3ULDFR7PX38H7,3,20,23,N,N
1690083,R2O00NZFS9ZQS6,4,31,33,N,N
1690088,RGDP72YV8CO8F,1,5,23,N,N
1690097,R1BQXCTKYQ2QH8,5,11,35,N,N
1690104,R1TS4NM9YQXOZC,5,105,113,N,N
1690109,R255A1TX1RTP4O,4,34,38,N,N
1690114,R381VM94JNRHES,4,23,26,N,N
1690131,R2W2RMBNPL4HEO,1,18,20,N,N
1690163,R132B3241PFSOV,5,23,24,N,N
1690180,R11YSAZQ9CPBHJ,5,8,22,N,N
1690244,R3NCAXQSHXNP9G,3,30,55,N,N
1690254,R1SRPLECVBF52N,5,31,35,N,N
1690270,R1DFZSIGGQONGT,1,1,20,N,N
1690277,R37E7J83LNED39,2,20,22,N,N
1690280,R3E5W781NM3N5I,2,1,31,N,N
1690310,R1SAAGW75EI2AE,5,7,23,N,N
1690330,R3C4MGVP8H4WX,5,20,21,N,N
1690342,R9FZCR3QJJHQI,5,22,25,N,N
1690346,R2GAZOB6C9Y2Q,1,14,20,N,N
1690359,R1ZXQ537P7HIZM,4,21,23,N,N
1690360,RPG8CYO2EE16H,4,47,47,N,N
1690367,R2PGHVVCJQ2CBO,5,20,29,N,N
1690368,R2O0H34HM7XYLZ,4,69,75,N,N
1690376,R1FZD583RQD0ZK,5,31,42,N,N
1690383,R3O4WV43MN61IT,3,24,29,N,N
1690414,R1YEEMJUSTUIN5,2,5,20,N,N
1690425,R151YU8JXQ2VZ2,5,14,107,N,N
1690441,R18R6647G74P3Q,4,55,65,N,N
1690444,R3J6TU0MBCTSV1,1,2,55,N,N
1690453,R1B9EZXMRD5EV7,5,23,29,N,N
1690470,R2KDJXHILZGMMW,3,31,32,N,N
1690474,R12A1SK6FK6WQ4,1,7,29,N,N
1690478,R2H7S1ZI5054FV,5,19,20,N,N
1690482,R20UBSLOLMRS6W,1,4,27,N,N
1690488,RVTHGK7C955JV,5,39,41,N,N
1690492,R8L8UX0YYRGG3,4,2,27,N,N
1690493,R7FMEVN11X0IB,3,18,41,N,N
1690495,R6OLU543OB4HK,4,24,33,N,N
1690529,R1KVYWYHPH5XQY,5,50,66,N,N
1690534,R393EZPL50ZOOP,1,5,37,N,N
1690547,R2ZB9KAZN1XU8Y,5,70,78,N,N
1690548,R2WNCCCIIECPD6,5,17,26,N,N
1690561,R1HJ9VOWODQAW9,4,21,22,N,N
1690587,R9EYEFNKAXI1T,5,142,152,N,N
1690629,RSMOK59MQS9L4,5,4,22,N,N
1690660,R2WQ4UP91IFPFQ,4,5,29,N,N
1690670,R1CWQNJSQSX584,5,31,32,N,Y
1690687,R3MES9VCN9NESB,5,19,21,N,N
1690697,R10T2LD0M9UPNQ,5,31,34,N,N
1690722,R1JHXQWOKL9LKV,3,33,36,N,N
1690731,RFHMSBMELNZ6W,5,1,23,N,N
1690749,R9TKPZDLVS28M,5,4,24,N,N
1690754,RQKLX6Y5VAA64,5,38,41,N,N
1690759,R8KFP2WP0DJTJ,5,19,25,N,N
1690768,R24ON8NJJHHACB,3,28,42,N,N
1690785,R2G1TPQNQ40GW8,5,1,26,N,N
1690789,R372XLW9E8DO2,1,1,56,N,N
1690797,RDF6UEY8NM6MD,3,20,25,N,N
1690802,R394XOJBF8EFEE,5,6,76,N,N
1690803,R3ST1NNK6XDQ1G,5,23,24,N,N
1690812,R2LCJMTL5OIG2X,5,20,29,N,N
1690818,R351I6XXUG8Z9Z,3,22,25,N,N
1690843,RHW11BJ85VF24,1,5,24,N,N
1690850,RUHVG78DQ9UUS,1,21,44,N,N
1690855,R1LGI5TSQRVACX,5,9,20,N,N
1690856,R2WMJ4T7061HWG,5,3,22,N,N
1690870,R3R7EUWLTCT0DZ,5,9,32,N,N
1690876,R192ZNT39A84SV,2,21,49,N,N
1690887,R35FHM067MIQ85,4,24,26,N,N
1690892,RKSRDO1AMTFWQ,3,61,97,N,N
1690896,R1P3AYP4V2WKLW,3,58,60,N,N
1690899,RBJ9Q8T6HI9JJ,3,25,30,N,Y
1690940,R1S2IKON4MMCRA,5,7,45,N,N
1690959,R3Q5HR5C3Y3VMT,4,6,23,N,N
1690980,R17DHQQ74ZVZMR,1,19,21,N,N
1690993,R1TRRF1DAB0R3,5,17,23,N,N
1690995,R2WC2VDUSJWUND,1,6,31,N,N
1691028,R3S1YA92FY3CK,5,19,20,N,Y
1691032,R3MH0R773NT6BS,5,23,27,N,N
1691033,R9I9AMO9FUMDK,5,2,26,N,N
1691037,R2P1F3Z2J5PX0F,5,8,28,N,N
1691045,R3RGV5YJ26NSWE,1,27,29,N,N
1691048,R3OILSDHXLFR4,5,2,36,N,N
1691050,R27R7NEZNFJI0D,5,15,21,N,N
1691056,R9VTI1NA3D0DW,5,89,138,N,N
1691060,R1SEBL3JL9V2NG,1,22,30,N,N
1691080,RQAF81A70CV2G,1,29,38,N,N
1691089,R2N6W337NEU3GI,4,1,47,N,N
1691096,R2PVO7JL3FS3O5,4,117,118,N,N
1691107,R2BPG24UXI1WAF,2,19,20,N,N
1691128,R342X5F8ZC3VAZ,4,8,23,N,N
1691130,R1HMVW9L4KKIGS,5,17,20,N,N
1691135,R36I015N3E07WM,5,43,48,N,N
1691166,R3H53XA9Z1TYXN,5,14,33,N,N
1691169,R14VE30R9UXL42,3,18,22,N,N
1691173,R3PF1R8SCCY7GH,5,17,22,N,N
